_id,call_no,incident_type,type_description,address,alarm_time,alarms,primary_unit,census_tract,neighborhood,council_district,ward,tract,public_works_division,pli_division,police_zone,fire_zone,latitude,longitude
4479,F130080863,131,Passenger vehicle fire,"EDEN WAY & BANNER WAY, PITTSBURGH PA 15224",2013-11-10T18:08:20,0,231EN06,901,Central Lawrenceville,7,9,42003090100,2,9,2,3-3,40.4701680230665,-79.9613894242202
4480,F140065187,154,Dumpster or other outside trash receptacle fire,"5200 BLOCK LYTLE ST, PITTSBURGH PA 15207",2014-09-09T19:18:34,0,231EN12,1501,Hazelwood,5,15,42003562900,3,15,4,2-13,40.4050345901897,-79.9451760166439
4481,F140065250,111,Building fire,"ALLEGHENY RIVER BLVD & WASH, PITTSBURGH PA 15206",2014-09-10T04:28:18,1,231EN15,1106,Highland Park,7,12,42003980100,2,12,5,3-15,40.4842690005715,-79.907846334288
4482,F140065652,111,Building fire,"1700 BLOCK WESLEY ST, PITTSBURGH PA 15221",2014-09-11T14:20:51,3,231EN16,NA,,,,42003561400,,,,3-20,40.4454532045145,-79.8687950123622
4483,F140065759,111,Building fire,"1900 BLOCK PERRYSVILLE AVE, PITTSBURGH PA 15214",2014-09-12T00:40:39,1,231EN38,2614,Perry South,6,25,42003261400,1,25,1,1-10,40.4610482435856,-80.0136432867814
4484,F160002318,160,"Special outside fire, Other","1200 BLOCK WOODBINE ST, PITTSBURGH PA 15206",2016-01-09T18:17:30,0,231EN07,1005,Stanton Heights,9,10,42003100500,2,10,5,3-7,40.4804607344539,-79.9398312091659
4485,F160002370,113,"Cooking fire, confined to container","2100 BLOCK E CARSON ST, PITTSBURGH PA 15203",2016-01-09T22:14:33,1,231EN24,1609,South Side Flats,3,16,42003160900,4,16,3,4-24,40.4283066454717,-79.9760686590274
4486,F160002442,111,Building fire,"700 BLOCK WOODS RUN AVE, PITTSBURGH PA 15212",2016-01-10T07:14:06,1,231EN35,2708,Brighton Heights,1,26,42003270800,1,26,1,1-14,40.483502375116,-80.0258993945482
4487,F160002652,111,Building fire,"7100 BLOCK CHURCHLAND ST, PITTSBURGH PA 15206",2016-01-10T20:35:15,1,231EN15,1201,Lincoln-Lemington-Belmar,9,12,42003561900,2,12,5,3-18,40.4709990827855,-79.8967487973421
4488,F160002853,111,Building fire,"200 BLOCK E WARRINGTON AVE, PITTSBURGH PA 15211",2016-01-11T15:09:27,1,231EN27,1809,Beltzhoover,3,18,42003562400,4,18,3,4-16,40.4207477358262,-80.0047015189084
4489,F160002906,113,"Cooking fire, confined to container","00 BLOCK TURNER PL, PITTSBURGH PA 15213",2016-01-11T18:05:26,1,231EN10,510,Terrace Village,6,4,42003051000,3,4,2,2-10,40.4393369212009,-79.9683017892898
4490,F160003127,131,Passenger vehicle fire,"00 BLOCK MILLBRIDGE ST, PITTSBURGH PA 15210",2016-01-12T13:16:54,0,231EN27,1803,Allentown,3,18,42003180300,4,18,3,4-5,40.4241971880927,-79.9957990325082
4491,F160003801,113,"Cooking fire, confined to container","1600 BLOCK LOWRIE ST, PITTSBURGH PA 15212",2016-01-14T18:32:19,1,231EN32,2406,Troy Hill,1,24,42003240600,1,24,1,1-2,40.4627433192185,-79.9835588625477
4492,F160003874,130,"Mobile property (vehicle) fire, Other","300 BLOCK SUNCREST ST, PITTSBURGH PA 15210",2016-01-15T02:55:02,0,231EN23,3001,Knoxville,3,30,42003300100,4,30,3,4-7,40.4105521767613,-79.9932226241463
4493,F160003936,113,"Cooking fire, confined to container","2500 BLOCK CHAUNCEY DR, PITTSBURGH PA 15219",2016-01-15T09:49:10,1,231EN10,509,Bedford Dwellings,6,5,42003050900,3,5,2,2-5,40.4509342567152,-79.9738073930334
4494,F160004064,131,Passenger vehicle fire,"1000 BLOCK TROPICAL AVE, PITTSBURGH PA 15216",2016-01-15T17:33:22,0,231EN28,1916,Beechview,4,19,42003191600,5,19,6,4-28,40.4191408602167,-80.0257470903746
4495,F160004190,151,"Outside rubbish, trash or waste fire","1200 BLOCK WOODBOURNE AVE, PITTSBURGH PA 15226",2016-01-16T05:47:03,0,231EN26,1918,Brookline,4,19,42003191800,4,19,6,4-26,40.3884570908849,-80.0162384960627
4496,F160004250,150,"Outside rubbish fire, Other","1100 BLOCK DAGMAR AVE, PITTSBURGH PA 15216",2016-01-16T12:19:14,0,2314110,1916,Beechview,4,19,42003191600,5,19,6,4-28,40.4172594167475,-80.0231862000584
4497,F160004282,150,"Outside rubbish fire, Other","400 BLOCK ELLA ST, PITTSBURGH PA 15201",2016-01-16T15:30:25,0,231EN06,802,Bloomfield,7,8,42003080200,2,8,5,3-1,40.4619183939759,-79.952912809533
4498,F160004334,111,Building fire,"5700 BLOCK HOBART ST, PITTSBURGH PA 15217",2016-01-16T19:33:42,1,231EN18,1413,Squirrel Hill South,5,14,42003141300,3,14,4,2-21,40.4325427919906,-79.9243538135566
4499,F160004401,130,"Mobile property (vehicle) fire, Other","1000 BLOCK MIFFLIN RD, PITTSBURGH PA 15207",2016-01-17T03:42:20,0,231EN20,3102,Lincoln Place,5,31,42003310200,3,31,4,4-20,40.375938866359,-79.9207003820078
4500,F160004417,131,Passenger vehicle fire,"HURON ST & YARD WAY, PITTSBURGH PA 15203",2016-01-17T06:31:45,0,231EN24,1706,South Side Slopes,3,17,42003170600,4,17,3,4-3,40.4228158165741,-79.9808819907041
4501,F160004532,113,"Cooking fire, confined to container","300 BLOCK E NORTH AVE, PITTSBURGH PA 15212",2016-01-17T16:12:09,1,231EN32,2206,Central Northside,1,22,42003220600,1,22,1,1-21,40.4549486918507,-80.0096402728326
4502,F170024573,113,"Cooking fire, confined to container","500 BLOCK HAY ST, WILKINSBURG PA 15221",2017-03-27T11:08:18,1,231EN19,NA,,,,42003560500,,,,3-21,40.4397419339235,-79.8884457820125
4503,F130080878,150,"Outside rubbish fire, Other","00 BLOCK ALLEGHENY AVE, PITTSBURGH PA 15233",2013-11-10T19:10:26,0,231EN37,2108,Allegheny West,1,22,42003562700,1,22,1,1-8,40.4506299631587,-80.0185344355501
4504,F130080881,151,"Outside rubbish, trash or waste fire","700 BLOCK CASINO DR, PITTSBURGH PA 15233",2013-11-10T19:26:31,0,231EN37,2108,Chateau,6,21,42003980600,6,21,1,1-8,40.4468677794098,-80.0207578138682
4505,F130080956,150,"Outside rubbish fire, Other","CARPENTER WAY & WARFIELD ST, PITTSBURGH PA 15212",2013-11-11T08:00:32,0,231EN32,2205,North Shore,1,23,42003563200,1,23,1,1-20,40.4521336431844,-79.9948438754057
4506,F130081064,131,Passenger vehicle fire,"1500 BLOCK CRUCIBLE ST, PITTSBURGH PA 15204",2013-11-11T17:19:53,0,231EN30,2814,Crafton Heights,2,28,42003281400,5,28,6,1-17,40.4471683853834,-80.0511132552831
4507,F130081317,111,Building fire,"4400 BLOCK LIBERTY AVE, PITTSBURGH PA 15224",2013-11-12T18:36:45,1,231EN06,903,Bloomfield,7,9,42003090300,2,9,5,3-6,40.4636323368318,-79.9526364219801
4508,F130081509,113,"Cooking fire, confined to container","5500 BLOCK HOBART ST, PITTSBURGH PA 15217",2013-11-13T15:14:09,1,231EN18,1413,Squirrel Hill South,5,14,42003141300,3,14,4,2-21,40.4319852120473,-79.9302501034397
4509,F130081692,111,Building fire,"1000 BLOCK DOWNLOOK AVE, PITTSBURGH PA 15201",2013-11-14T10:06:03,1,231EN08,1018,Stanton Heights,7,10,42003101800,2,10,5,3-7,40.4844542682806,-79.9414684322007
4510,F130081721,113,"Cooking fire, confined to container","100 BLOCK W SYCAMORE ST, PITTSBURGH PA 15211",2013-11-14T12:32:27,1,231EN27,1914,Mount Washington,2,19,42003191400,5,19,3,4-27,40.4308375914441,-80.0074160208588
4511,F160004637,111,Building fire,"2200 BLOCK E CARSON ST, PITTSBURGH PA 15203",2016-01-18T01:54:14,1,231EN24,1609,South Side Flats,3,16,42003160900,4,16,3,4-24,40.4282268115174,-79.9744537697914
4512,F160004788,111,Building fire,"6500 BLOCK NAVARRO ST, PITTSBURGH PA 15206",2016-01-18T16:42:56,1,231EN15,1203,Lincoln-Lemington-Belmar,9,12,42003120300,2,12,5,3-15,40.4689673337337,-79.9032604319961
4513,F160004813,113,"Cooking fire, confined to container","100 BLOCK ERIN ST, PITTSBURGH PA 15224",2016-01-18T18:13:03,1,231EN04,501,Middle Hill,6,5,42003050100,3,5,2,2-1,40.4449460490092,-79.9792497615886
4514,F160005119,111,Building fire,"600 BLOCK MAYTIDE ST, PITTSBURGH PA 15210",2016-01-19T20:43:30,1,231EN23,3204,Carrick,4,32,42003290400,4,32,3,4-23,40.384168349926,-79.9903570601607
4515,F160005189,151,"Outside rubbish, trash or waste fire","BOUNDARY ST & SALINE ST, PITTSBURGH PA 15207",2016-01-20T07:33:59,0,231EN12,1516,Greenfield,5,15,42003151600,3,15,4,2-12,40.4271045977975,-79.9486678917323
4516,F160005466,111,Building fire,"200 BLOCK 36TH ST, PITTSBURGH PA 15201",2016-01-21T04:44:53,1,231EN06,603,Lower Lawrenceville,7,6,42003060300,2,6,2,3-3,40.4652387619174,-79.9647682850396
4517,F130081747,131,Passenger vehicle fire,"E SAW MILL RUN BLVD & BAUSMAN, PITTSBURGH PA 15216",2013-11-14T13:56:49,0,231EN28,1809,Bon Air,4,18,42003562400,4,18,3,4-18,40.4111152878636,-80.0060282749621
4518,F130081804,113,"Cooking fire, confined to container","2100 BLOCK E CARSON ST, PITTSBURGH PA 15203",2013-11-14T17:17:31,1,231EN24,1609,South Side Flats,3,16,42003160900,4,16,3,4-24,40.4283066454717,-79.9760686590274
4519,F130081826,111,Building fire,"100 BLOCK INDUSTRY ST, PITTSBURGH PA 15210",2013-11-14T19:36:01,2,231EN27,1809,Beltzhoover,3,18,42003562400,4,18,3,4-16,40.4196190186309,-80.0058906063723
4520,F160005996,131,Passenger vehicle fire,"2000 BLOCK WHARTON ST, PITTSBURGH PA 15203",2016-01-22T17:32:18,0,231EN24,1702,South Side Flats,3,17,42003170200,4,17,3,4-24,40.4300208249454,-79.9768133267008
4521,F160015889,111,Building fire,"300 BLOCK CURTIN AVE, PITTSBURGH PA 15210",2016-02-29T11:24:46,1,231EN27,1809,Beltzhoover,3,18,42003562400,4,18,3,4-21,40.4199699712354,-79.9989430562913
4522,F170025539,151,"Outside rubbish, trash or waste fire","NADIR WAY & BENNETT ST, PITTSBURGH PA 15208",2017-03-30T19:24:46,0,231EN17,1303,Homewood South,9,13,42003130300,2,13,5,3-17,40.4565845578011,-79.8971877420961
4523,F170025665,131,Passenger vehicle fire,"600 BLOCK I376 EB HWY, PITTSBURGH PA 15220",2017-03-31T08:25:23,0,231EN28,2023,Banksville,2,20,42003202300,5,20,6,1-18,40.420422402714,-80.0389069779735
4524,F170025832,154,Dumpster or other outside trash receptacle fire,"E CARSON ST & S 18TH ST, PITTSBURGH PA 15203",2017-03-31T17:33:49,0,231EN24,1702,South Side Flats,3,17,42003170200,4,17,3,4-24,40.4287585875314,-79.9805619635861
4525,F170026077,111,Building fire,"1500 BLOCK NOBLES LN, PITTSBURGH PA 15210",2017-04-01T19:11:05,1,231EN23,2901,Carrick,4,29,42003290100,4,29,3,4-23,40.3988770991307,-79.9978839522079
4526,F170026230,113,"Cooking fire, confined to container","5500 BLOCK WALNUT ST, PITTSBURGH PA 15208",2017-04-02T10:45:52,1,231EN08,703,Shadyside,8,7,42003070300,2,7,4,3-22,40.4509660803362,-79.9335939003755
4527,F170026653,113,"Cooking fire, confined to container","600 BLOCK PAULSON AVE, PITTSBURGH PA 15206",2017-04-03T21:40:10,1,231EN15,1204,Larimer,9,12,42003120400,2,12,5,3-12,40.4645548168596,-79.9103709889007
4528,F170026714,111,Building fire,"7000 BLOCK HERMITAGE ST, PITTSBURGH PA 15208",2017-04-04T08:01:20,1,231EN15,1301,Homewood North,9,13,42003130100,2,13,5,3-18,40.4612172003078,-79.8999674318619
4529,F130081856,116,"Fuel burner/boiler malfunction, fire confined","5000 BLOCK FORBES AVE, PITTSBURGH PA 15217",2013-11-14T23:01:21,1,231EN18,1401,Squirrel Hill North,8,14,42003140100,3,14,4,2-26,40.4437819471424,-79.9400331834894
4530,F170026895,113,"Cooking fire, confined to container","7000 BLOCK FRANKSTOWN AVE, PITTSBURGH PA 15208",2017-04-04T18:13:50,1,231EN17,1301,Homewood South,9,13,42003130300,2,13,5,3-17,40.4584190439718,-79.9010595893323
4531,F160006064,130,"Mobile property (vehicle) fire, Other","ELDORA PL & MICHIGAN ST, PITTSBURGH PA 15210",2016-01-22T23:19:29,0,231EN27,1809,Beltzhoover,3,18,42003562400,4,18,3,4-16,40.4158847765683,-80.0013207200464
4532,F160006104,113,"Cooking fire, confined to container","200 BLOCK ALLEN ST, PITTSBURGH PA 15210",2016-01-23T05:22:49,1,231EN27,1803,Allentown,3,18,42003180300,4,18,3,4-6,40.4208019103275,-79.9936427075055
4533,F130081881,131,Passenger vehicle fire,"400 BLOCK E WARRINGTON AVE, PITTSBURGH PA 15210",2013-11-15T01:36:52,0,231EN27,1809,Beltzhoover,3,18,42003562400,4,18,3,4-21,40.4207311227964,-80.0000747480492
4534,F160006150,113,"Cooking fire, confined to container","200 BLOCK MELWOOD AVE, PITTSBURGH PA 15213",2016-01-23T11:08:06,1,231EN10,507,North Oakland,8,4,42003562000,3,4,4,2-9,40.450178046578,-79.9497375368017
4535,F160006172,111,Building fire,"7100 BLOCK UPLAND ST, PITTSBURGH PA 15221",2016-01-23T13:03:25,1,231EN15,1301,Homewood North,9,13,42003130100,2,13,5,3-18,40.4625564468507,-79.8973773424046
4536,F160006214,116,"Fuel burner/boiler malfunction, fire confined","1700 BLOCK WARREN ST, PITTSBURGH PA 15214",2016-01-23T16:37:55,1,231EN38,2509,Fineview,1,25,42003250900,1,25,1,1-10,40.4613178194942,-80.0025630092429
4537,F160006279,113,"Cooking fire, confined to container","200 BLOCK 46TH ST, PITTSBURGH PA 15201",2016-01-23T21:10:27,1,231EN06,902,Central Lawrenceville,7,9,42003090100,2,9,2,3-3,40.4727839259343,-79.9588662236576
4538,F160006387,111,Building fire,"1400 BLOCK FAIRMONT ST, WILKINSBURG PA 15221",2016-01-24T09:12:01,1,231EN16,NA,,,,42003561500,,,,3-21,40.441597111854,-79.8654683041768
4539,F160006512,118,"Trash or rubbish fire, contained","1100 BLOCK BLUFF ST, PITTSBURGH PA 15219",2016-01-24T19:30:06,1,231EN04,103,Bluff,6,1,42003010300,3,1,2,2-4,40.4349989603383,-79.988292240712
4540,F160006544,131,Passenger vehicle fire,"1900 BLOCK BRIGHTON RD, PITTSBURGH PA 15233",2016-01-24T23:36:40,0,231EN37,2614,Perry South,6,25,42003261400,1,25,1,1-9,40.4603916993844,-80.0178170823651
4541,F160006802,130,"Mobile property (vehicle) fire, Other","LINCOLN AVE & LYRIC ST, PITTSBURGH PA 15208",2016-01-25T22:18:48,0,231EN15,1203,Homewood West,9,12,42003120700,2,12,5,3-15,40.4635339914931,-79.9033236458862
4542,F140065920,111,Building fire,"200 BLOCK SHILOH ST, PITTSBURGH PA 15211",2014-09-12T15:06:22,1,231EN27,1914,Mount Washington,2,19,42003191400,5,19,3,4-27,40.4307191466609,-80.007572238035
4543,F140065957,113,"Cooking fire, confined to container","5700 BLOCK FORBES AVE, PITTSBURGH PA 15217",2014-09-12T18:16:38,1,231EN18,1413,Squirrel Hill South,5,14,42003141300,3,14,4,2-21,40.437388891209,-79.925215431196
4544,F140066037,111,Building fire,", PITTSBURGH PA 15226",2014-09-13T01:59:55,1,231EN26,1919,,,,,,,,4-26,,
4545,F140066048,111,Building fire,"1400 BLOCK FIRTH ST, PITTSBURGH PA 15212",2014-09-13T03:00:16,2,231EN32,2620,Spring Hill-City View,1,24,42003262000,1,24,1,1-24,40.4622384651282,-79.9883939488829
4546,F140066070,160,"Special outside fire, Other","300 BLOCK REPUBLIC ST, PITTSBURGH PA 15211",2014-09-13T06:38:03,1,231EN27,1911,Duquesne Heights,2,19,42003191100,5,19,3,4-1,40.4387744654963,-80.0266395457849
4547,F140066116,111,Building fire,"300 BLOCK LANGLEY ST, PITTSBURGH PA 15214",2014-09-13T11:17:37,1,231EN38,2614,Perry South,6,25,42003261400,1,25,1,1-10,40.4627365249424,-80.0128793977581
4548,F160006911,132,Road freight or transport vehicle fire,"00 BLOCK W END CIR, PITTSBURGH PA 15205",2016-01-26T11:20:13,0,231EN30,2019,Fairywood,2,28,42003563000,5,28,6,1-16,40.4496421534219,-80.0869839199628
4549,F160006962,131,Passenger vehicle fire,"2ND BLOCK AVE & 10TH ST BRG, PITTSBURGH PA 15224",2016-01-26T14:23:01,0,231EN04,103,Bluff,6,1,42003010300,3,1,2,2-4,40.4344804007667,-79.9898193814116
4550,F160006967,161,Outside storage fire,"200 BLOCK MEYRAN AVE, PITTSBURGH PA 15219",2016-01-26T14:53:58,1,231EN10,405,Central Oakland,3,4,42003040500,3,4,4,2-14,40.4403014325726,-79.9582219282649
4551,F160007312,111,Building fire,"SARAH ST & S 23RD ST, PITTSBURGH PA 15120",2016-01-27T19:47:52,1,231EN24,1609,South Side Flats,3,16,42003160900,4,16,3,4-24,40.4274059190821,-79.9731351546802
4552,F160007479,111,Building fire,"1200 BLOCK VINEMONT ST, PITTSBURGH PA 15205",2016-01-28T12:19:14,1,231EN29,2811,Westwood,2,28,42003563100,5,28,6,1-18,40.433482400238,-80.0475336629729
4553,F160007542,113,"Cooking fire, confined to container","2100 BLOCK WHARTON ST, PITTSBURGH PA 15203",2016-01-28T16:27:16,1,231EN24,1609,South Side Flats,3,16,42003160900,4,16,3,4-24,40.4300223258978,-79.9753954730216
4554,F130081904,111,Building fire,"400 BLOCK CURTIN AVE, PITTSBURGH PA 15210",2013-11-15T07:49:37,1,231EN27,1809,Beltzhoover,3,18,42003562400,4,18,3,4-21,40.4189486784864,-79.9990075553867
4555,F160008353,152,Garbage dump or sanitary landfill fire,"1800 BLOCK CENTRE AVE, PITTSBURGH PA 15219",2016-01-31T21:36:50,0,231EN04,305,Crawford-Roberts,6,3,42003030500,3,3,2,2-1,40.4419194419656,-79.9828927446216
4556,F130082053,150,"Outside rubbish fire, Other","RIDGE AVE & W OHIO ST, PITTSBURGH PA 15233",2013-11-15T18:00:56,0,231EN37,2201,Allegheny West,1,22,42003562700,1,22,1,1-7,40.4515432835033,-80.0111133481191
4557,F150059007,154,Dumpster or other outside trash receptacle fire,"BUTLER ST & MAIN ST, PITTSBURGH PA 15201",2015-07-29T22:08:02,0,231EN06,901,Central Lawrenceville,7,9,42003090200,2,9,2,3-3,40.4697975190426,-79.9609115667295
4558,F160007566,113,"Cooking fire, confined to container","5500 BLOCK WALNUT ST, PITTSBURGH PA 15207",2016-01-28T18:24:20,1,231EN08,703,Shadyside,8,7,42003070300,2,7,4,3-22,40.4509660803362,-79.9335939003755
4559,F160007679,111,Building fire,"200 BLOCK CARRINGTON ST, PITTSBURGH PA 15212",2016-01-29T07:09:14,1,231EN37,2503,Central Northside,6,25,42003250300,1,25,1,1-21,40.4588543517541,-80.0098599036566
4560,F160007875,111,Building fire,"8300 BLOCK BRICELYN ST, PITTSBURGH PA 15221",2016-01-29T22:37:35,1,231EN17,1306,East Hills,9,13,42003130600,2,13,5,3-17,40.4546294371766,-79.8789655797631
4561,F160007896,113,"Cooking fire, confined to container","2100 BLOCK PARK HILL DR, PITTSBURGH PA 15213",2016-01-30T01:01:56,1,231EN16,1306,East Hills,9,13,42003130600,2,13,5,3-19,40.4529526639559,-79.8740214028157
4562,F160008034,111,Building fire,"2200 BLOCK BROWNSVILLE RD, PITTSBURGH PA 15210",2016-01-30T15:16:17,1,231EN23,2904,Carrick,4,29,42003290400,4,29,3,4-12,40.3911771027252,-79.986909728912
4563,F160008181,118,"Trash or rubbish fire, contained","600 BLOCK GRANT ST, PITTSBURGH PA 15222",2016-01-31T04:45:57,1,231EN04,201,Central Business District,6,2,42003020100,6,2,2,1-3,40.4413549793926,-79.9947371223531
4564,F160008333,113,"Cooking fire, confined to container","6100 BLOCK CARVER ST, PITTSBURGH PA 15206",2016-01-31T19:30:51,1,231EN08,1208,Larimer,9,12,42003120800,2,12,5,3-12,40.4608159541713,-79.9110869741697
4565,F130082696,111,Building fire,"400 BLOCK ZARA ST, PITTSBURGH PA 15210",2013-11-18T08:54:27,1,231EN27,3001,Knoxville,3,30,42003300100,4,30,3,4-21,40.4156685903351,-79.9951586459094
4566,F130082862,160,"Special outside fire, Other","GLASS RUN RD & SCHOENBERGER, PITTSBURGH PA 15207",2013-11-18T23:42:31,0,231EN23,NA,,,,42003562900,,,,4-19,40.3901573765327,-79.9532202887612
4567,F130082865,114,"Chimney or flue fire, confined to chimney or flue","500 BLOCK GRACE ST, PITTSBURGH PA 15211",2013-11-18T23:52:23,1,231EN27,1914,Mount Washington,2,19,42003191400,5,19,3,4-27,40.428134519724,-80.0149053643264
4568,F130082908,154,Dumpster or other outside trash receptacle fire,"BUTLER ST & 41ST ST, PITTSBURGH PA 15201",2013-11-19T08:06:41,0,231EN06,902,Central Lawrenceville,7,9,42003090200,2,9,2,3-3,40.4694916348935,-79.9612935301197
4569,F160008559,113,"Cooking fire, confined to container","500 BLOCK FORBES AVE, PITTSBURGH PA 15219",2016-02-01T15:12:05,1,231EN04,201,Central Business District,6,1,42003020100,6,1,2,1-4,40.4381694411421,-79.9960632674259
4570,F160008627,160,"Special outside fire, Other","00 BLOCK HABERMAN AVE, PITTSBURGH PA 15211",2016-02-01T20:05:52,0,231EN27,1807,Mount Washington,3,18,42003180700,4,18,3,4-5,40.4269310973947,-80.0025215566737
4571,F160008665,111,Building fire,"200 BLOCK MEADOW ST, PITTSBURGH PA 15206",2016-02-02T00:54:56,1,231EN15,1208,Larimer,9,12,42003120800,2,12,5,3-12,40.4632748312178,-79.9123382494029
4572,F160008693,111,Building fire,"8200 BLOCK BRICELYN ST, PITTSBURGH PA 15208",2016-02-02T05:03:23,1,231EN17,1306,East Hills,9,13,42003130600,2,13,5,3-17,40.4541217963669,-79.8799366110854
4573,F160008696,154,Dumpster or other outside trash receptacle fire,"700 BLOCK S LINDEN AVE, PITTSBURGH PA 15217",2016-02-02T05:15:08,0,231EN18,1404,Point Breeze,8,14,42003140400,3,14,4,2-17,40.446574707491,-79.9162144404253
4574,F160008706,112,Fires in structure other than in a building,"00 BLOCK ENGLISH LN, PITTSBURGH PA 15217",2016-02-02T06:17:40,1,231EN18,1408,Squirrel Hill South,5,14,42003980300,3,14,4,2-21,40.4299325003562,-79.9152747261869
4575,F160068058,111,Building fire,"6500 BLOCK LADSON ST, PITTSBURGH PA 15206",2016-08-28T18:34:50,1,231EN15,1204,Larimer,9,12,42003120400,2,12,5,3-12,40.4619552376694,-79.9070468684368
4576,F160008718,160,"Special outside fire, Other","00 BLOCK ENGLISH LN, PITTSBURGH PA 15217",2016-02-02T07:08:27,0,231EN18,1408,Squirrel Hill South,5,14,42003980300,3,14,4,2-21,40.4299325003562,-79.9152747261869
4577,F160008810,118,"Trash or rubbish fire, contained","1000 BLOCK 5TH AVE, PITTSBURGH PA 15219",2016-02-02T12:52:20,1,231EN04,201,Bluff,6,1,42003010300,3,1,2,2-4,40.4385648058716,-79.9908363519755
4578,F160008842,116,"Fuel burner/boiler malfunction, fire confined","3800 BLOCK BIGELOW BLVD, PITTSBURGH PA 15232",2016-02-02T14:56:05,1,231EN06,506,North Oakland,6,5,42003562000,3,5,4,2-23,40.4568762378331,-79.9551109763865
4579,F160008855,113,"Cooking fire, confined to container","100 BLOCK BRIGGS ST, PITTSBURGH PA 15226",2016-02-02T15:41:38,1,231EN26,3207,Overbrook,4,32,42003320700,4,32,3,4-25,40.3872173925075,-80.0010028303672
4580,F160008876,142,Brush or brush-and-grass mixture fire,"NEGLEY RUN BLVD & MEADOW ST, PITTSBURGH PA 15206",2016-02-02T17:05:18,0,231EN08,1113,Larimer,9,12,42003120400,2,12,5,3-12,40.4669818851063,-79.9160087569302
4581,F160008877,151,"Outside rubbish, trash or waste fire","WINDFALL WAY & MAYTIDE ST, PITTSBURGH PA 15227",2016-02-02T17:07:35,0,231EN23,2904,Carrick,4,29,42003290400,4,29,3,4-23,40.3844491582496,-79.9783081067048
4582,F160009050,131,Passenger vehicle fire,"700 BLOCK I376 EB HWY, PITTSBURGH PA 15211",2016-02-03T12:55:29,0,231EN04,409,Mount Washington,2,19,42003190300,5,19,3,4-1,40.4355071008198,-80.0174104603745
4583,F160009252,142,Brush or brush-and-grass mixture fire,"1900 BLOCK RHINE ST, PITTSBURGH PA 15212",2016-02-04T08:39:14,0,231EN32,2620,Spring Hill-City View,1,24,42003262000,1,24,1,1-24,40.4653516701747,-79.992038528219
4584,F160009313,131,Passenger vehicle fire,"1400 BLOCK PENN AVE, WILKINSBURG PA 15221",2016-02-04T11:59:57,0,231EN16,NA,Strip District,7,2,42003020300,6,2,2,2-3,40.4473326719111,-79.9897620905471
4585,F160009435,131,Passenger vehicle fire,"600 BLOCK SINGER PL, PITTSBURGH PA 15208",2016-02-04T20:53:49,0,231EN17,1306,East Hills,9,13,42003130600,2,13,5,3-17,40.4512931958187,-79.8833685147509
4586,F130083222,160,"Special outside fire, Other","WALLACE AVE & WOOD ST, PITTSBURGH PA 15221",2013-11-20T13:33:19,0,231EN16,NA,,,,42003561200,,,,3-16,40.4444813377072,-79.8842766619321
4587,F130083245,111,Building fire,"5500 BLOCK BEACON ST, PITTSBURGH PA 15217",2013-11-20T15:18:12,3,231EN18,1413,Squirrel Hill South,5,14,42003141300,3,14,4,2-21,40.433524738556,-79.9303846587343
4588,F160009461,131,Passenger vehicle fire,"JOSEPHINE ST & S 18TH ST, PITTSBURGH PA 15203",2016-02-05T01:24:59,0,231EN24,1706,South Side Slopes,3,17,42003170600,4,17,3,4-24,40.4249097617811,-79.9797331949983
4589,F160009507,118,"Trash or rubbish fire, contained","00 BLOCK ALLEGHENY CENTER MALL, PITTSBURGH PA 15212",2016-02-05T09:03:15,1,231EN32,2204,Allegheny Center,1,22,42003562700,1,22,1,1-6,40.4512702873221,-80.0031452901167
4590,F160009833,131,Passenger vehicle fire,"SB OHIO RIVER BLVD & MCKEES, PITTSBURGH PA 15212",2016-02-06T15:13:50,0,231EN35,2704,,,,,,,,1-14,,
4591,F160009849,154,Dumpster or other outside trash receptacle fire,"00 BLOCK COLBY TER, PITTSBURGH PA 15212",2016-02-06T16:28:48,0,231EN34,2612,Summer Hill,1,26,42003261200,1,26,1,1-15,40.4834615931555,-80.0038029665965
4592,F160009942,131,Passenger vehicle fire,"HOT METAL ST BRG & 2ND AVE, PITTSBURGH PA 15203",2016-02-07T01:12:20,0,231EN04,409,,,,,,,,2-2,,
4593,F160009989,111,Building fire,"300 BLOCK JUMONVILLE ST, PITTSBURGH PA 15219",2016-02-07T07:13:35,1,231EN04,103,Bluff,6,1,42003010300,3,1,2,2-1,40.4368611445005,-79.9778438060873
4594,F160010133,111,Building fire,"900 BLOCK LILLIAN ST, PITTSBURGH PA 15210",2016-02-07T20:50:39,2,231EN22,1803,Allentown,3,18,42003180300,4,18,3,4-6,40.4187391005488,-79.9906654282905
4595,F160010351,130,"Mobile property (vehicle) fire, Other","2900 BLOCK SHADELAND AVE, PITTSBURGH PA 15212",2016-02-08T17:12:07,0,231EN35,2715,Marshall-Shadeland,1,27,42003271500,1,27,1,1-14,40.4706949626752,-80.0304015636671
4596,F160010463,111,Building fire,"1500 BLOCK N AVE, WILKINSBURG PA 15221",2016-02-09T08:35:46,1,231EN16,NA,,,,42003561500,,,,3-20,40.4416342926495,-79.872298381345
4597,F140000003,111,Building fire,"800 BLOCK REBECCA AVE, PITTSBURGH PA 15221",2014-01-01T00:12:03,2,231EN16,NA,,,,42003560600,,,,3-21,40.4396109981574,-79.8836779547167
